image_path,source_path,split,trade_label,action,decision_state,execution_permission,label_quality,review_bucket,review_priority,review_reasons,timing_label,raw_projection_direction,raw_next_box_direction,effective_projection_direction,effective_next_box_direction,projection_confidence,projection_dominance,next_box_confidence,structure_setup
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00000_000_376c6b30329f.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\700pips profit.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8599,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4788,0.0386,0.6859,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00057_000_81c6b947502f.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221124_201612.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8594,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4741,0.1044,0.6480,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00082_000_289da03efea0.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230116_142206.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8589,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4733,0.1037,0.6473,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00088_000_9cab77001e5a.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_102151.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8583,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4726,0.1000,0.6480,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00066_000_b3804b04754e.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221213_190314.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8581,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4722,0.1000,0.6473,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00016_000_eb88a4fbc8b6.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-08 065937.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8580,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4719,0.1036,0.6452,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\SELL\00150_000_2c78465b5c80.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-05-04 143902.png,val,SELL,HOLD,,,review_required,projection_conflict,0.8570,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4706,0.0987,0.6456,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00048_000_858552dc0b6c.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221104_191201.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8559,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4720,0.0441,0.6733,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00269_001_9383d5ca6f9e.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot_20230131_123739.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8554,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4689,0.0829,0.6506,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00102_000_1c3a403345da.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230203_092432.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8540,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4688,0.0447,0.6684,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00014_000_79cec4231312.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-04 094333.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8535,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4652,0.0940,0.6398,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00053_000_7503da731c3d.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221108_114641.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8530,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4645,0.0929,0.6393,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00021_000_801415922435.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-05 183238.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8512,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4626,0.0740,0.6455,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00221_000_0153c0eb9645.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-08-13 152135.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8512,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4616,0.0925,0.6354,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00188_000_2b9588b0a453.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-06-12 090219.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8502,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4612,0.0719,0.6444,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00098_000_8620897f3e0a.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230201_224607.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8485,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4588,0.0668,0.6433,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00226_000_c6b7bd5a7101.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-11-06 052811.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8484,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4603,0.0376,0.6593,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00107_000_bda5c042c0ce.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230214_012839.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8450,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4536,0.0604,0.6387,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00118_000_00a0b91bf4b4.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\EURCAD After.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8430,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4500,0.0663,0.6306,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\SELL\00120_000_6a7608106495.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\EURJPY MT4 TRADE BUY.png,test,SELL,HOLD,,,review_required,projection_conflict,0.8412,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4479,0.0511,0.6347,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00071_001_e3ffa4b00483.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221227_200828.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8395,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4454,0.0501,0.6314,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00072_000_0eb6c83355d5.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221227_201041.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8373,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4421,0.0458,0.6285,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00151_000_e0fbd54433fd.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-05-04 144541.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8372,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4428,0.0304,0.6369,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00006_000_855dad0a834a.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\AUDUSD Buy Trade with Sl Trail.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8367,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4412,0.0428,0.6287,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00149_000_47b208f973fe.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-05-04 053600.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8351,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4395,0.0288,0.6328,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00149_001_8d585cbdeef5.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-05-04 053629.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8351,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4395,0.0288,0.6328,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00104_000_58b3cd06f58d.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230213_183142.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8343,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4380,0.0324,0.6289,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00079_000_e0ed2d52a61d.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230104_171929.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8342,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4366,0.0527,0.6173,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00209_000_df6a462a46ff.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-08-06 192626.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8337,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4360,0.0488,0.6182,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00031_000_8f9c9497ce73.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-08-01 174659.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8327,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4355,0.0332,0.6248,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00031_001_7ca5c4f87861.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-08-01 174714.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8322,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4345,0.0338,0.6231,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00227_000_b58fd51373ca.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-11-06 063705.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8318,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4333,0.0433,0.6168,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00146_000_d1204094126d.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-05-03 061457.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8316,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4332,0.0395,0.6185,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\SELL\00262_000_d50c8b90a716.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot_20230125_153716.png,val,SELL,HOLD,,,review_required,projection_conflict,0.8312,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4328,0.0353,0.6199,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00227_001_83db701c2abb.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-11-06 080459.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8307,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4319,0.0381,0.6172,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00071_000_3b1ae8d62fa7.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221227_200814.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8300,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4312,0.0320,0.6190,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00097_000_d434ed129117.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230201_221307.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8271,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4273,0.0178,0.6200,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00237_000_9e7b054263ac.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot_20221024_115446.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8260,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4257,0.0151,0.6189,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00029_000_07377368499b.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-06-22 054409.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8247,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4238,0.0133,0.6169,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00093_000_e1aea6aba084.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_134004.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8243,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4233,0.0109,0.6173,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00168_000_ddb91dfdc987.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-06-01 052438.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8234,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4215,0.0153,0.6126,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00131_000_6f29b0eb57b6.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\GBPUSD IQ Trade.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8233,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4212,0.0164,0.6118,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00094_000_062097a874e7.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230131_230237.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8227,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4183,0.0497,0.5918,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00228_000_80b71804ef6d.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-11-06 074627.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8224,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4199,0.0167,0.6097,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00086_000_f685346ec1b1.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230125_111601.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8216,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4181,0.0264,0.6024,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\SELL\00249_000_d0de5352f9fd.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot_20221216_210649.png,val,SELL,HOLD,,,review_required,projection_conflict,0.8206,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4172,0.0128,0.6075,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\SELL\00140_000_680e4d86f579.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-04-12 185950.png,val,SELL,HOLD,,,review_required,projection_conflict,0.8179,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4131,0.0107,0.6024,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00116_000_f91d4652d515.jpeg,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\WhatsApp Image 2026-03-09 at 5.02.26 AM.jpeg,train,BUY,HOLD,,,review_required,projection_conflict,0.7930,directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.3737,0.0000,0.5496,none
